Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Ryerson, Garden District",43.6571618,-79.37893709999999,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Marshalls,43.6591078,-79.3825682,Department Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Patties Express,43.657832414035745,-79.38183777062407,Caribbean Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,JOEY Eaton Centre,43.65540379999999,-79.38192889999999,Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Roots,43.65361341708363,-79.38024401664734,Clothing Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,SEPHORA,43.65356,-79.380022,Cosmetics Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,43.65627304573888,-79.37422062269164,Lounge
"Ryerson, Garden District",43.6571618,-79.37893709999999,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
"Ryerson, Garden District",43.6571618,-79.37893709999999,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Big Smoke Burger,43.65492030150413,-79.38080432697494,Burger Joint
"Ryerson, Garden District",43.6571618,-79.37893709999999,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Vans,43.654825509733335,-79.38024076741966,Shoe Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,Panago,43.65825817735338,-79.38431282558368,Pizza Place
"Ryerson, Garden District",43.6571618,-79.37893709999999,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Disney store,43.654248,-79.381232,Toy / Game Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,Bangkok Garden,43.6578702903203,-79.38283718957292,Thai Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
"Ryerson, Garden District",43.6571618,-79.37893709999999,Bath & Body Works,43.654216369093064,-79.38099524844415,Cosmetics Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Lou Dawg's,43.66005399324591,-79.37828641513158,BBQ Joint
"Ryerson, Garden District",43.6571618,-79.37893709999999,Ryerson Square,43.656988428886045,-79.37689617296417,Other Great Outdoors
"Ryerson, Garden District",43.6571618,-79.37893709999999,Imperial Pub,43.656254269765554,-79.37895528846455,Pub
"Ryerson, Garden District",43.6571618,-79.37893709999999,MAC,43.65343821935723,-79.38064919647115,Cosmetics Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Ethiopiques,43.65651274304155,-79.377077748846,Ethiopian Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Starbucks,43.653707965659,-79.37978782931185,Coffee Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Ali Basha Cafè,43.6566897,-79.3754589,Hookah Bar
"Ryerson, Garden District",43.6571618,-79.37893709999999,Fine Asian Bowl,43.65534120847772,-79.38032614654341,Vietnamese Restaurant
"Ryerson, Garden District",43.6571618,-79.37893709999999,Eaton Centre Fountain,43.65366112275937,-79.37978736281504,Plaza
"Ryerson, Garden District",43.6571618,-79.37893709999999,Shisha&Co,43.6567479206269,-79.37433722726891,Smoke Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,VIP Lounge & Billiards Club,43.65890706254418,-79.38204156762882,Bar
"Ryerson, Garden District",43.6571618,-79.37893709999999,Starbucks,43.659260439041304,-79.38197135925293,Coffee Shop
"Ryerson, Garden District",43.6571618,-79.37893709999999,Lake Devo,43.6569936860937,-79.37689788366988,Lake
"Ryerson, Garden District",43.6571618,-79.37893709999999,Bell Trinity Square,43.65347479872822,-79.38246987630343,Office
"Ryerson, Garden District",43.6571618,-79.37893709999999,GoodLife Fitness,43.65374320109676,-79.3827049601948,Gym
"Ryerson, Garden District",43.6571618,-79.37893709999999,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,EB Games,43.65529344166874,-79.38032812642462,Video Game Store
"Ryerson, Garden District",43.6571618,-79.37893709999999,Butter Baker,43.65566927096165,-79.3842978108375,Bakery
"Ryerson, Garden District",43.6571618,-79.37893709999999,Hard Candy Fitness,43.659556180497816,-79.38244024080487,Gym / Fitness Center
St. James Town,43.6514939,-79.3754179,Terroni,43.650927,-79.375602,Italian Restaurant
St. James Town,43.6514939,-79.3754179,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
St. James Town,43.6514939,-79.3754179,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
St. James Town,43.6514939,-79.3754179,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
St. James Town,43.6514939,-79.3754179,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
St. James Town,43.6514939,-79.3754179,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
St. James Town,43.6514939,-79.3754179,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
St. James Town,43.6514939,-79.3754179,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
St. James Town,43.6514939,-79.3754179,Aveda Institute Toronto,43.65009640955562,-79.37362952211767,Cosmetics Shop
St. James Town,43.6514939,-79.3754179,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
St. James Town,43.6514939,-79.3754179,St James Anglican Cathedral,43.650109744784004,-79.37429172248066,Church
St. James Town,43.6514939,-79.3754179,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
St. James Town,43.6514939,-79.3754179,The Carbon Bar,43.65336708689279,-79.37496515174824,Restaurant
St. James Town,43.6514939,-79.3754179,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
St. James Town,43.6514939,-79.3754179,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
St. James Town,43.6514939,-79.3754179,GoodLife Fitness,43.65113563166627,-79.37879687835455,Gym
St. James Town,43.6514939,-79.3754179,Club 120,43.65210022195487,-79.37552157754862,Performing Arts Venue
St. James Town,43.6514939,-79.3754179,Dineen Coffee,43.650497,-79.378765,Café
St. James Town,43.6514939,-79.3754179,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
St. James Town,43.6514939,-79.3754179,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
St. James Town,43.6514939,-79.3754179,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
St. James Town,43.6514939,-79.3754179,Vintage Conservatory,43.6522291429876,-79.37348666333094,Speakeasy
St. James Town,43.6514939,-79.3754179,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
St. James Town,43.6514939,-79.3754179,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
St. James Town,43.6514939,-79.3754179,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
St. James Town,43.6514939,-79.3754179,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
St. James Town,43.6514939,-79.3754179,Portico,43.651855687900124,-79.37805540906518,Restaurant
St. James Town,43.6514939,-79.3754179,La Bettola Di Terroni,43.65199330592565,-79.37805579614488,Italian Restaurant
St. James Town,43.6514939,-79.3754179,The Joint - Hogtown Smoke,43.649149979382656,-79.3746782955818,BBQ Joint
St. James Town,43.6514939,-79.3754179,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
St. James Town,43.6514939,-79.3754179,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
St. James Town,43.6514939,-79.3754179,The George Street Diner,43.65280299563487,-79.37156302246598,Diner
St. James Town,43.6514939,-79.3754179,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
St. James Town,43.6514939,-79.3754179,Real Mo-Mo's,43.64917104367335,-79.37492952592592,Restaurant
St. James Town,43.6514939,-79.3754179,Starbucks,43.650420650855466,-79.37820212176874,Coffee Shop
St. James Town,43.6514939,-79.3754179,HI-Toronto Hostel,43.650623213878255,-79.37519039641123,Hostel
St. James Town,43.6514939,-79.3754179,The Poet Cafe,43.65063683072023,-79.37127573699792,Café
St. James Town,43.6514939,-79.3754179,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
St. James Town,43.6514939,-79.3754179,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
St. James Town,43.6514939,-79.3754179,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
St. James Town,43.6514939,-79.3754179,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
St. James Town,43.6514939,-79.3754179,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
St. James Town,43.6514939,-79.3754179,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
St. James Town,43.6514939,-79.3754179,XO Bisous,43.651173846171424,-79.37551932822768,Breakfast Spot
St. James Town,43.6514939,-79.3754179,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
St. James Town,43.6514939,-79.3754179,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
St. James Town,43.6514939,-79.3754179,Leña,43.65175078455427,-79.37902076748435,Latin American Restaurant
St. James Town,43.6514939,-79.3754179,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
St. James Town,43.6514939,-79.3754179,St. James Park,43.6504248002309,-79.3723109702051,Park
St. James Town,43.6514939,-79.3754179,Booster Juice,43.65265752,-79.37845927,Smoothie Shop
St. James Town,43.6514939,-79.3754179,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
St. James Town,43.6514939,-79.3754179,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
St. James Town,43.6514939,-79.3754179,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
St. James Town,43.6514939,-79.3754179,Bob's Bulgogi,43.65190800954796,-79.37752300562582,Korean Restaurant
St. James Town,43.6514939,-79.3754179,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
St. James Town,43.6514939,-79.3754179,Massey Hall,43.654194704753934,-79.37889126670004,Concert Hall
St. James Town,43.6514939,-79.3754179,Downtown Camera,43.652722,-79.376828,Camera Store
St. James Town,43.6514939,-79.3754179,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
St. James Town,43.6514939,-79.3754179,Le Petit Déjeuner,43.650822486200305,-79.37043860004992,Breakfast Spot
St. James Town,43.6514939,-79.3754179,One King West Hotel & Residence,43.648947108832736,-79.37796622050357,Hotel
St. James Town,43.6514939,-79.3754179,HomeSense,43.6531866401305,-79.3792368471621,Furniture / Home Store
St. James Town,43.6514939,-79.3754179,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
St. James Town,43.6514939,-79.3754179,Berczy Park,43.64804835388851,-79.3751722909452,Park
St. James Town,43.6514939,-79.3754179,The Works,43.648695612137146,-79.37404677271843,Restaurant
St. James Town,43.6514939,-79.3754179,Bombay Palace,43.65117354457489,-79.37213984452025,Indian Restaurant
St. James Town,43.6514939,-79.3754179,LUSH,43.653557,-79.3804,Cosmetics Shop
St. James Town,43.6514939,-79.3754179,Starbucks,43.649385825065345,-79.37809348357672,Coffee Shop
St. James Town,43.6514939,-79.3754179,True True Pizza,43.65059045161207,-79.37146736526827,Pizza Place
St. James Town,43.6514939,-79.3754179,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
St. James Town,43.6514939,-79.3754179,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
St. James Town,43.6514939,-79.3754179,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
St. James Town,43.6514939,-79.3754179,Bulk Barn,43.64999368528393,-79.37009943145777,Grocery Store
St. James Town,43.6514939,-79.3754179,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
St. James Town,43.6514939,-79.3754179,Apple Eaton Centre,43.652823,-79.380615,Electronics Store
St. James Town,43.6514939,-79.3754179,Indigo,43.65351471121164,-79.38069591056922,Bookstore
St. James Town,43.6514939,-79.3754179,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
St. James Town,43.6514939,-79.3754179,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
St. James Town,43.6514939,-79.3754179,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
St. James Town,43.6514939,-79.3754179,SEPHORA,43.65356,-79.380022,Cosmetics Shop
St. James Town,43.6514939,-79.3754179,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
St. James Town,43.6514939,-79.3754179,Imagine Cinemas Market Square,43.64964574271603,-79.37244562498488,Movie Theater
St. James Town,43.6514939,-79.3754179,Roots,43.65361341708363,-79.38024401664734,Clothing Store
St. James Town,43.6514939,-79.3754179,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
St. James Town,43.6514939,-79.3754179,Bannock,43.652101173138405,-79.38117828399939,Restaurant
St. James Town,43.6514939,-79.3754179,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
St. James Town,43.6514939,-79.3754179,Paddington's Pump,43.64904851225212,-79.37202375363597,Diner
St. James Town,43.6514939,-79.3754179,TOPSHOP,43.65225092432807,-79.3802210071282,Women's Store
St. James Town,43.6514939,-79.3754179,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
St. James Town,43.6514939,-79.3754179,Magic Tailor,43.65374158228865,-79.37974523881418,Clothing Store
St. James Town,43.6514939,-79.3754179,Topman,43.652281488745565,-79.38001554865625,Clothing Store
St. James Town,43.6514939,-79.3754179,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
St. James Town,43.6514939,-79.3754179,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
St. James Town,43.6514939,-79.3754179,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
St. James Town,43.6514939,-79.3754179,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
St. James Town,43.6514939,-79.3754179,Cloud Gardens,43.65106973521405,-79.37988009798703,Park
St. James Town,43.6514939,-79.3754179,Tangerine Café,43.653936903308185,-79.37972202364307,Bank
St. James Town,43.6514939,-79.3754179,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
St. James Town,43.6514939,-79.3754179,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
St. James Town,43.6514939,-79.3754179,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
St. James Town,43.6514939,-79.3754179,Winners,43.6477479,-79.3745508,Clothing Store
Berczy Park,43.6447708,-79.3733064,LCBO,43.64294379917171,-79.37243989044406,Liquor Store
Berczy Park,43.6447708,-79.3733064,The Keg Steakhouse + Bar,43.64667637593993,-79.37482154865866,Steakhouse
Berczy Park,43.6447708,-79.3733064,Sony Centre for the Performing Arts,43.646292124205594,-79.37602179505662,Concert Hall
Berczy Park,43.6447708,-79.3733064,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
Berczy Park,43.6447708,-79.3733064,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
Berczy Park,43.6447708,-79.3733064,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
Berczy Park,43.6447708,-79.3733064,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
Berczy Park,43.6447708,-79.3733064,C'est What,43.64842583928427,-79.37343925237656,Beer Bar
Berczy Park,43.6447708,-79.3733064,DAVIDsTEA,43.646657736285796,-79.37764102856944,Tea Room
Berczy Park,43.6447708,-79.3733064,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
Berczy Park,43.6447708,-79.3733064,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
Berczy Park,43.6447708,-79.3733064,Bier Markt Esplanade,43.64723602476138,-79.37389161769812,Belgian Restaurant
Berczy Park,43.6447708,-79.3733064,Berczy Park,43.64804835388851,-79.3751722909452,Park
Berczy Park,43.6447708,-79.3733064,Buster's Sea Cove,43.6484950904393,-79.37146231793892,Seafood Restaurant
Berczy Park,43.6447708,-79.3733064,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
Berczy Park,43.6447708,-79.3733064,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
Berczy Park,43.6447708,-79.3733064,Movenpick Cafe,43.647686808930885,-79.3772953884033,Café
Berczy Park,43.6447708,-79.3733064,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
Berczy Park,43.6447708,-79.3733064,Balzac's Coffee,43.64845650131932,-79.37178993724407,Café
Berczy Park,43.6447708,-79.3733064,Stonemill Bread,43.648668221542096,-79.37160962302049,Bakery
Berczy Park,43.6447708,-79.3733064,FARMR Eatery & Catering,43.648419863375096,-79.37027379521088,Bistro
Berczy Park,43.6447708,-79.3733064,Market Street Catch,43.64850142396483,-79.3718080237409,Seafood Restaurant
Berczy Park,43.6447708,-79.3733064,Seafront Fish Market,43.6484785341064,-79.37148942972523,Fish Market
Berczy Park,43.6447708,-79.3733064,The Old Spaghetti Factory,43.64696445846655,-79.37440258334287,Italian Restaurant
Berczy Park,43.6447708,-79.3733064,Winners,43.6477479,-79.3745508,Clothing Store
Berczy Park,43.6447708,-79.3733064,Scotland Yard Pub,43.64705292210499,-79.37405970553979,Pub
Berczy Park,43.6447708,-79.3733064,Scheffler's Deli,43.648643353516086,-79.37153681663685,Cheese Shop
Berczy Park,43.6447708,-79.3733064,Marché Mövenpick,43.64723237089591,-79.37759119081164,Restaurant
Berczy Park,43.6447708,-79.3733064,Carousel Bakery,43.6487072781773,-79.37158005127563,Bakery
Berczy Park,43.6447708,-79.3733064,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
Berczy Park,43.6447708,-79.3733064,CC Lounge,43.64791735425827,-79.37451991085871,Cocktail Bar
Berczy Park,43.6447708,-79.3733064,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
Berczy Park,43.6447708,-79.3733064,St. Lawrence Market Plaza,43.64916860422451,-79.37232987433548,Art Gallery
Berczy Park,43.6447708,-79.3733064,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
Berczy Park,43.6447708,-79.3733064,The Joint - Hogtown Smoke,43.649149979382656,-79.3746782955818,BBQ Joint
Berczy Park,43.6447708,-79.3733064,Starbucks,43.646957445443654,-79.37826461143065,Coffee Shop
Berczy Park,43.6447708,-79.3733064,St. Urbain Bagel,43.64861083503254,-79.37149723554923,Bagel Shop
Berczy Park,43.6447708,-79.3733064,The Works,43.648695612137146,-79.37404677271843,Restaurant
Berczy Park,43.6447708,-79.3733064,Sugar Beach,43.643379816203485,-79.36744155499679,Beach
Berczy Park,43.6447708,-79.3733064,Starbucks,43.644116,-79.369304,Coffee Shop
Berczy Park,43.6447708,-79.3733064,Beauty Boutique by Shoppers Drug Mart,43.64765318245337,-79.3708236331755,Cosmetics Shop
Berczy Park,43.6447708,-79.3733064,Olympic Cheese,43.64870154739154,-79.37154069441475,Cheese Shop
Berczy Park,43.6447708,-79.3733064,Loaded Pierogi,43.647965,-79.373427,Comfort Food Restaurant
Berczy Park,43.6447708,-79.3733064,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
Berczy Park,43.6447708,-79.3733064,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
Berczy Park,43.6447708,-79.3733064,Crepe It Up!,43.64873614340388,-79.37162306748482,Creperie
Berczy Park,43.6447708,-79.3733064,Harbour Sixty Steakhouse,43.64222021431867,-79.37794459004243,Steakhouse
Berczy Park,43.6447708,-79.3733064,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
Berczy Park,43.6447708,-79.3733064,Paddington's Pump,43.64904851225212,-79.37202375363597,Diner
Berczy Park,43.6447708,-79.3733064,Anton Kozlik's mustard,43.64875242328643,-79.37148453951065,Gourmet Shop
Berczy Park,43.6447708,-79.3733064,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
Berczy Park,43.6447708,-79.3733064,Vagabondo Ristorante & Lounge,43.64822172333574,-79.37529997897587,Italian Restaurant
Berczy Park,43.6447708,-79.3733064,European Delight,43.64870976781708,-79.37154525652817,Eastern European Restaurant
Berczy Park,43.6447708,-79.3733064,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
Berczy Park,43.6447708,-79.3733064,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
Berczy Park,43.6447708,-79.3733064,Chroma,43.64458944049826,-79.36887764222928,Nightclub
Berczy Park,43.6447708,-79.3733064,The Gallery,43.64462260922038,-79.36871188062028,Lounge
Berczy Park,43.6447708,-79.3733064,Starbucks,43.644525,-79.36856,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
Central Bay Street,43.6579524,-79.3873826,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Mercatto,43.660390911898546,-79.38766421192705,Italian Restaurant
Central Bay Street,43.6579524,-79.3873826,Panago,43.65825817735338,-79.38431282558368,Pizza Place
Central Bay Street,43.6579524,-79.3873826,Sansotei Ramen 三草亭,43.655157467561246,-79.38650067479335,Ramen Restaurant
Central Bay Street,43.6579524,-79.3873826,Japango,43.65526771691681,-79.38516506734886,Sushi Restaurant
Central Bay Street,43.6579524,-79.3873826,Starbucks,43.6595874273128,-79.3852515870617,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Chatime 日出茶太,43.65554164147378,-79.38468427043244,Bubble Tea Shop
Central Bay Street,43.6579524,-79.3873826,GB Hand-Pulled Noodles,43.65643422548463,-79.3837827356398,Chinese Restaurant
Central Bay Street,43.6579524,-79.3873826,Red Lobster,43.656328,-79.383621,Seafood Restaurant
Central Bay Street,43.6579524,-79.3873826,Banh Mi Boys,43.65918751861582,-79.3821314997463,Sandwich Place
Central Bay Street,43.6579524,-79.3873826,Textile Museum of Canada,43.65439630500274,-79.38650010906946,Art Museum
Central Bay Street,43.6579524,-79.3873826,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
Central Bay Street,43.6579524,-79.3873826,Starbucks (MaRS),43.65945605353152,-79.39041123272168,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Bubble Republic Tea House 奶茶黨部,43.656707495984975,-79.38416470657434,Bubble Tea Shop
Central Bay Street,43.6579524,-79.3873826,Tsujiri,43.65537430780922,-79.38535434742991,Tea Room
Central Bay Street,43.6579524,-79.3873826,Bubble Bath & Spa,43.65904951746615,-79.38534357912432,Spa
Central Bay Street,43.6579524,-79.3873826,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
Central Bay Street,43.6579524,-79.3873826,Coffee Public,43.66076299149323,-79.38618409033066,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,Starbucks,43.65855667717368,-79.39019554279864,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,College Park Area,43.65975136823981,-79.38491112965691,Park
Central Bay Street,43.6579524,-79.3873826,Cafe Plenty,43.65457125894357,-79.38944976536852,Café
Central Bay Street,43.6579524,-79.3873826,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
Central Bay Street,43.6579524,-79.3873826,Kekou Gelato House,43.65609938127313,-79.39271479734887,Ice Cream Shop
Central Bay Street,43.6579524,-79.3873826,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
Central Bay Street,43.6579524,-79.3873826,Vegetarian Haven,43.656016028357094,-79.3927577742003,Vegetarian / Vegan Restaurant
Central Bay Street,43.6579524,-79.3873826,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
Central Bay Street,43.6579524,-79.3873826,MUJI,43.656024,-79.383284,Miscellaneous Shop
Central Bay Street,43.6579524,-79.3873826,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
Central Bay Street,43.6579524,-79.3873826,Nando's Flame-Grilled Chicken,43.661617063338966,-79.38609536960354,Portuguese Restaurant
Central Bay Street,43.6579524,-79.3873826,Jimmy's Coffee,43.65582710322224,-79.39204216888555,Café
Central Bay Street,43.6579524,-79.3873826,Uncle Tetsu's Cheesecake (Uncle Tetsu's Japanese Cheesecake),43.65606287245643,-79.38369472446465,Dessert Shop
Central Bay Street,43.6579524,-79.3873826,The Yoga Sanctuary,43.661499497597596,-79.38363613350754,Yoga Studio
Central Bay Street,43.6579524,-79.3873826,Marshalls,43.6591078,-79.3825682,Department Store
Central Bay Street,43.6579524,-79.3873826,Yueh Tung Chinese Restaurant,43.655281263429195,-79.3853365267765,Chinese Restaurant
Central Bay Street,43.6579524,-79.3873826,Ali Baba's,43.65491647880546,-79.38717216891472,Middle Eastern Restaurant
Central Bay Street,43.6579524,-79.3873826,Poke Guys,43.65489527525682,-79.38505238381624,Poke Place
Central Bay Street,43.6579524,-79.3873826,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
Central Bay Street,43.6579524,-79.3873826,Butter Baker,43.65566927096165,-79.3842978108375,Bakery
Central Bay Street,43.6579524,-79.3873826,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
Central Bay Street,43.6579524,-79.3873826,Dollarama,43.660298617008216,-79.38479755075703,Discount Store
Central Bay Street,43.6579524,-79.3873826,Bangkok Garden,43.6578702903203,-79.38283718957292,Thai Restaurant
Central Bay Street,43.6579524,-79.3873826,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
Central Bay Street,43.6579524,-79.3873826,Chatime 日出茶太,43.66110718944032,-79.38298852788093,Bubble Tea Shop
Central Bay Street,43.6579524,-79.3873826,The Library Specialty Coffee,43.65441282740799,-79.39090161351724,Coffee Shop
Central Bay Street,43.6579524,-79.3873826,W Burger Bar,43.66133100835633,-79.3835570768382,Burger Joint
Central Bay Street,43.6579524,-79.3873826,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
Central Bay Street,43.6579524,-79.3873826,Lebanon Express,43.66099058425057,-79.38297576948105,Falafel Restaurant
Central Bay Street,43.6579524,-79.3873826,Fran's,43.661255320138636,-79.38389304122866,Diner
Central Bay Street,43.6579524,-79.3873826,Toronto Vegetarian Association,43.655953,-79.392854,Office
